,name,experiment,label,day,day_moment,pbs,cage,group,eye,dose,path
2884,OCT_Image_RE_Circle-2017-08-07-17-13-39.tif,17-7-24 ET-1 300-500 DR StudyB t2,pathological,14,after,-,C19,A3,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/Day 14 after inj/C19 A3 300uM ET-1 d7/OCT_Image_RE_Circle-2017-08-07-17-13-39.tif
2885,OCT_Image_RE_Circle-2017-08-07-17-13-44.tif,17-7-24 ET-1 300-500 DR StudyB t2,pathological,14,after,-,C19,A3,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/Day 14 after inj/C19 A3 300uM ET-1 d7/OCT_Image_RE_Circle-2017-08-07-17-13-44.tif
2886,OCT_Image_RE_Circle-2017-08-07-17-15-51.tif,17-7-24 ET-1 300-500 DR StudyB t2,pathological,14,after,-,C19,A3,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/Day 14 after inj/C19 A3 300uM ET-1 d7/OCT_Image_RE_Circle-2017-08-07-17-15-51.tif
3516,OCT_Image_RE_Circle-2017-07-25-18-07-42.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-07-42.tif
3517,OCT_Image_RE_Circle-2017-07-25-18-09-10.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-09-10.tif
3518,OCT_Image_RE_Circle-2017-07-25-18-09-46.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-09-46.tif
3519,OCT_Image_RE_Circle-2017-07-25-18-10-00.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-10-00.tif
3520,OCT_Image_RE_Circle-2017-07-25-18-09-00.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-09-00.tif
3521,OCT_Image_RE_Circle-2017-07-25-18-09-51.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-09-51.tif
3522,OCT_Image_RE_Circle-2017-07-25-18-08-54.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-08-54.tif
3523,OCT_Image_RE_Circle-2017-07-25-18-09-42.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A5,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A5 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-18-09-42.tif
3524,OCT_Image_RE_Circle-2017-07-24-16-08-45.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-08-45.tif
3525,OCT_Image_RE_Circle-2017-07-24-16-09-44.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-09-44.tif
3526,OCT_Image_RE_Circle-2017-07-24-16-06-42.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-06-42.tif
3527,OCT_Image_RE_Circle-2017-07-24-16-07-33.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-07-33.tif
3528,OCT_Image_RE_Circle-2017-07-24-16-07-29.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-07-29.tif
3529,OCT_Image_RE_Circle-2017-07-24-16-08-26.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-08-26.tif
3530,OCT_Image_RE_Circle-2017-07-24-16-08-50.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-08-50.tif
3531,OCT_Image_RE_Circle-2017-07-24-16-07-38.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-07-38.tif
3532,OCT_Image_RE_Circle-2017-07-24-16-09-17.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-09-17.tif
3533,OCT_Image_RE_Circle-2017-07-24-16-08-16.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-08-16.tif
3534,OCT_Image_RE_Circle-2017-07-24-16-09-14.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A1,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A1 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-09-14.tif
3535,OCT_Image_RE_Circle-2017-07-24-16-57-53.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-57-53.tif
3536,OCT_Image_RE_Circle-2017-07-24-16-57-21.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-57-21.tif
3537,OCT_Image_RE_Circle-2017-07-24-16-56-50.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-56-50.tif
3538,OCT_Image_RE_Circle-2017-07-24-16-56-34.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-56-34.tif
3539,OCT_Image_RE_Circle-2017-07-24-16-56-38.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-56-38.tif
3540,OCT_Image_RE_Circle-2017-07-24-16-57-16.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-57-16.tif
3541,OCT_Image_RE_Circle-2017-07-24-16-56-30.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-56-30.tif
3542,OCT_Image_RE_Circle-2017-07-24-16-58-44.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-58-44.tif
3543,OCT_Image_RE_Circle-2017-07-24-16-57-10.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-57-10.tif
3544,OCT_Image_RE_Circle-2017-07-24-16-56-21.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-56-21.tif
3545,OCT_Image_RE_Circle-2017-07-24-16-57-31.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A2,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A2 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-16-57-31.tif
3557,OCT_Image_RE_Circle-2017-07-25-15-12-35.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-12-35.tif
3558,OCT_Image_RE_Circle-2017-07-25-15-12-58.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-12-58.tif
3559,OCT_Image_RE_Circle-2017-07-25-15-11-52.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-11-52.tif
3560,OCT_Image_RE_Circle-2017-07-25-15-12-05.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-12-05.tif
3561,OCT_Image_RE_Circle-2017-07-25-15-11-57.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-11-57.tif
3562,OCT_Image_RE_Circle-2017-07-25-15-12-01.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-12-01.tif
3563,OCT_Image_RE_Circle-2017-07-25-15-12-12.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-12-12.tif
3564,OCT_Image_RE_Circle-2017-07-25-15-12-40.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A2,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A2 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-12-40.tif
3565,OCT_Image_RE_Circle-2017-07-25-16-48-34.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-48-34.tif
3566,OCT_Image_RE_Circle-2017-07-25-16-47-46.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-47-46.tif
3567,OCT_Image_RE_Circle-2017-07-25-16-48-13.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-48-13.tif
3568,OCT_Image_RE_Circle-2017-07-25-16-48-52.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-48-52.tif
3569,OCT_Image_RE_Circle-2017-07-25-16-47-38.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-47-38.tif
3570,OCT_Image_RE_Circle-2017-07-25-16-47-53.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-47-53.tif
3571,OCT_Image_RE_Circle-2017-07-25-16-48-01.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-48-01.tif
3572,OCT_Image_RE_Circle-2017-07-25-16-48-39.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-48-39.tif
3573,OCT_Image_RE_Circle-2017-07-25-16-48-43.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-48-43.tif
3574,OCT_Image_RE_Circle-2017-07-25-16-47-50.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A4,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A4 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-16-47-50.tif
3584,OCT_Image_RE_Circle-2017-07-25-15-54-07.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-54-07.tif
3585,OCT_Image_RE_Circle-2017-07-25-15-52-42.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-52-42.tif
3586,OCT_Image_RE_Circle-2017-07-25-15-53-26.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-53-26.tif
3587,OCT_Image_RE_Circle-2017-07-25-15-52-50.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-52-50.tif
3588,OCT_Image_RE_Circle-2017-07-25-15-52-46.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-52-46.tif
3589,OCT_Image_RE_Circle-2017-07-25-15-53-33.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-53-33.tif
3590,OCT_Image_RE_Circle-2017-07-25-15-52-32.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-52-32.tif
3591,OCT_Image_RE_Circle-2017-07-25-15-54-11.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-54-11.tif
3592,OCT_Image_RE_Circle-2017-07-25-15-54-21.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C20,A3,right,500uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C20 A3 500uM ET-1/OCT_Image_RE_Circle-2017-07-25-15-54-21.tif
3608,OCT_Image_RE_Circle-2017-07-24-20-02-53.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A5,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A5 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-20-02-53.tif
3609,OCT_Image_RE_Circle-2017-07-24-20-03-45.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A5,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A5 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-20-03-45.tif
3610,OCT_Image_RE_Circle-2017-07-24-20-02-57.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A5,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A5 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-20-02-57.tif
3611,OCT_Image_RE_Circle-2017-07-24-20-02-01.tif,17-7-24 ET-1 300-500 DR StudyB t2,healthy,0,before,-,C19,A5,right,300uM,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/17-7-24 ET-1 300-500 DR StudyB t2/DAY 0 -injection/Before injection/C19 A5 300uM ET-1/OCT_Image_RE_Circle-2017-07-24-20-02-01.tif
